region_name,school_count,student_count,male_students,female_students,class_count,teacher_count,avg_students_per_school,avg_students_per_class,students_per_teacher,population,academy_count,academy_capacity,pension_avg_income,academy_per_1000_students,schools_per_100k_population,high_school_students_per_1000_population,male_share,female_share,source_scope
부산광역시 강서구,6,2934.0,1590.0,1344.0,113.0,238,489.0,25.964601769911503,12.327731092436975,151888,639,33156,1517688,217.7914110429448,3.9502791530601495,19.31686505846413,0.5419222903885481,0.45807770961145194,2025 high schools only for school-level metrics
부산광역시 금정구,14,6561.0,3307.0,3254.0,322.0,646,468.64285714285717,20.375776397515526,10.156346749226007,205932,621,25053,1394250,94.65020576131687,6.798360623895267,31.860031466697748,0.5040390184423106,0.49596098155768936,2025 high schools only for school-level metrics
부산광역시 기장군,5,3736.0,1743.0,1993.0,131.0,269,747.2,28.519083969465647,13.888475836431226,175273,581,25343,1384823,155.51391862955032,2.8526926565985633,21.315319530104468,0.466541755888651,0.533458244111349,2025 high schools only for school-level metrics
부산광역시 남구,15,6342.0,3717.0,2625.0,334.0,653,422.8,18.98802395209581,9.712098009188361,252749,636,25044,1405991,100.28382213812677,5.9347415815690665,25.09208740687401,0.5860927152317881,0.4139072847682119,2025 high schools only for school-level metrics
부산광역시 동구,5,2241.0,1049.0,1192.0,121.0,241,448.2,18.520661157024794,9.298755186721992,83553,110,4748,1369028,49.085229808121376,5.984225581367515,26.821299055689202,0.4680946006247211,0.5319053993752789,2025 high schools only for school-level metrics
부산광역시 동래구,13,8138.0,4373.0,3765.0,349.0,696,626.0,23.318051575931232,11.692528735632184,272758,1135,43753,1450548,139.46915704104202,4.766129682722413,29.835971813842306,0.537355615630376,0.46264438436962396,2025 high schools only for school-level metrics
부산광역시 부산진구,17,8176.0,4470.0,3706.0,400.0,799,480.94117647058823,20.44,10.23279098873592,365395,888,44876,1411733,108.6105675146771,4.6524993500184735,22.375785109265315,0.5467221135029354,0.4532778864970646,2025 high schools only for school-level metrics
부산광역시 북구,9,4404.0,1818.0,2586.0,228.0,450,489.3333333333333,19.31578947368421,9.786666666666667,262000,658,31552,1395132,149.4096276112625,3.435114503816794,16.80916030534351,0.4128065395095368,0.5871934604904632,2025 high schools only for school-level metrics
부산광역시 사상구,5,2134.0,1072.0,1062.0,110.0,224,426.8,19.4,9.526785714285714,193474,273,21456,1436131,127.92877225866917,2.5843265761807785,11.029905827139565,0.5023430178069354,0.49765698219306465,2025 high schools only for school-level metrics
부산광역시 사하구,14,6684.0,3566.0,3118.0,322.0,649,477.42857142857144,20.757763975155278,10.298921417565486,284653,684,36568,1388027,102.33393177737882,4.918268909865696,23.481220995387368,0.5335128665469778,0.4664871334530221,2025 high schools only for school-level metrics
부산광역시 서구,5,2242.0,1222.0,1020.0,115.0,224,448.4,19.495652173913044,10.008928571428571,101572,227,11493,1396475,101.24888492417485,4.922616469105659,22.073012247469777,0.5450490633363069,0.45495093666369313,2025 high schools only for school-level metrics
부산광역시 수영구,4,2213.0,700.0,1513.0,102.0,205,553.25,21.69607843137255,10.795121951219512,168745,504,21010,1389448,227.74514234071398,2.3704406056475746,13.114462650745208,0.3163126976954361,0.683687302304564,2025 high schools only for school-level metrics
부산광역시 연제구,4,2331.0,827.0,1504.0,96.0,192,582.75,24.28125,12.140625,211506,546,19908,1406453,234.23423423423424,1.891199304038656,11.020963944285269,0.35478335478335477,0.6452166452166452,2025 high schools only for school-level metrics
부산광역시 영도구,7,2668.0,1508.0,1160.0,135.0,283,381.14285714285717,19.762962962962963,9.42756183745583,100944,129,5919,1403031,48.35082458770615,6.934537961642099,26.430496116658745,0.5652173913043478,0.43478260869565216,2025 high schools only for school-level metrics
부산광역시 중구,4,1499.0,620.0,879.0,84.0,167,374.75,17.845238095238095,8.976047904191617,36399,52,3457,1321175,34.68979319546364,10.989312893211352,41.182450067309546,0.4136090727151434,0.5863909272848565,2025 high schools only for school-level metrics
부산광역시 해운대구,14,8119.0,4633.0,3486.0,379.0,774,579.9285714285714,21.4221635883905,10.489664082687339,372175,1408,63214,1456078,173.420371966991,3.761671256801236,21.815006381406594,0.5706367779283162,0.4293632220716837,2025 high schools only for school-level metrics
서울특별시 강남구,22,17702.0,9831.0,7871.0,684.0,1429,804.6363636363636,25.880116959064328,12.387683694891532,555502,3443,305074,1799199,194.497796859112,3.9603817808036696,31.866671947175703,0.5553609761608858,0.44463902383911424,2025 high schools only for school-level metrics
서울특별시 강동구,14,11220.0,6424.0,4796.0,427.0,863,801.4285714285714,26.27634660421546,13.001158748551564,500063,1412,70412,1497658,125.84670231729056,2.7996472444471996,22.437172916212557,0.5725490196078431,0.42745098039215684,2025 high schools only for school-level metrics
서울특별시 강북구,7,4988.0,2146.0,2842.0,200.0,398,712.5714285714286,24.94,12.532663316582914,278786,383,16618,1375731,76.78428227746592,2.51088648640893,17.89185970601106,0.43023255813953487,0.5697674418604651,2025 high schools only for school-level metrics
서울특별시 강서구,23,12880.0,6872.0,6008.0,561.0,1173,560.0,22.959001782531196,10.980392156862745,549050,1379,50424,1461938,107.06521739130436,4.189053820234951,23.458701393315724,0.5335403726708075,0.46645962732919255,2025 high schools only for school-level metrics
서울특별시 관악구,17,8035.0,3537.0,4498.0,359.0,742,472.6470588235294,22.381615598885794,10.828840970350404,478195,724,45628,1363143,90.10578718108276,3.555035079831449,16.80276874496806,0.4401991288114499,0.55980087118855,2025 high schools only for school-level metrics
서울특별시 광진구,9,7022.0,2840.0,4182.0,264.0,509,780.2222222222222,26.598484848484848,13.795677799607073,331095,734,40224,1477338,104.52862432355454,2.7182530693607574,21.208414503390266,0.40444317858160067,0.5955568214183993,2025 high schools only for school-level metrics
서울특별시 구로구,14,8767.0,4430.0,4337.0,356.0,763,626.2142857142857,24.626404494382022,11.490170380078636,382800,782,39423,1489914,89.19812934869397,3.657262277951933,22.902298850574713,0.5053039808372305,0.49469601916276945,2025 high schools only for school-level metrics
서울특별시 금천구,6,3449.0,1486.0,1963.0,147.0,341,574.8333333333334,23.462585034013607,10.114369501466276,222809,366,23674,1423920,106.11771527979124,2.6928894254720412,15.479626047421783,0.4308495216004639,0.5691504783995361,2025 high schools only for school-level metrics
서울특별시 노원구,25,16479.0,9005.0,7474.0,752.0,1585,659.16,21.913563829787233,10.396845425867507,482293,1429,165450,1444947,86.7164269676558,5.183570982784324,34.16802649012115,0.5464530614721768,0.4535469385278233,2025 high schools only for school-level metrics
서울특별시 도봉구,9,5697.0,2923.0,2774.0,248.0,495,633.0,22.971774193548388,11.50909090909091,299295,591,57540,1412720,103.73880989994734,3.0070666065253344,19.034731619305365,0.5130770581007548,0.48692294189924523,2025 high schools only for school-level metrics
서울특별시 동대문구,11,5954.0,3170.0,2784.0,248.0,538,541.2727272727273,24.008064516129032,11.066914498141264,350393,723,37985,1494223,121.43097077594895,3.139332121360872,16.992348591438756,0.5324151830702049,0.4675848169297951,2025 high schools only for school-level metrics
서울특별시 동작구,7,5088.0,3137.0,1951.0,214.0,452,726.8571428571429,23.77570093457944,11.256637168141593,371746,924,69327,1510128,181.60377358490564,1.8830061386000119,13.686764618852656,0.6165487421383647,0.3834512578616352,2025 high schools only for school-level metrics
서울특별시 마포구,9,5556.0,2813.0,2743.0,239.0,509,617.3333333333334,23.246861924686193,10.915520628683694,357136,1172,95546,1521447,210.943124550036,2.520048384928991,15.55709869629497,0.5062994960403168,0.49370050395968323,2025 high schools only for school-level metrics
서울특별시 서대문구,7,4594.0,2037.0,2557.0,185.0,395,656.2857142857143,24.832432432432434,11.630379746835443,300175,737,49849,1456821,160.4266434479756,2.331973015740818,15.30440576330474,0.4434044405746626,0.5565955594253374,2025 high schools only for school-level metrics
서울특별시 서초구,11,9748.0,5144.0,4604.0,365.0,745,886.1818181818181,26.706849315068492,13.084563758389262,415691,1811,199176,1772649,185.7816988100123,2.646196333334135,23.450110779401047,0.5276979893311449,0.47230201066885513,2025 high schools only for school-level metrics
서울특별시 성동구,7,3462.0,1111.0,2351.0,155.0,336,494.57142857142856,22.335483870967742,10.303571428571429,274854,574,35537,1631845,165.8001155401502,2.5468066682675166,12.595778122203061,0.32091276718659734,0.6790872328134027,2025 high schools only for school-level metrics
서울특별시 성북구,13,7421.0,3933.0,3488.0,324.0,699,570.8461538461538,22.90432098765432,10.61659513590844,422542,970,44854,1482263,130.71014688047433,3.0766172356830803,17.56275115846472,0.5299824821452634,0.47001751785473656,2025 high schools only for school-level metrics
서울특별시 송파구,20,14184.0,7120.0,7064.0,572.0,1188,709.2,24.797202797202797,11.93939393939394,649042,1948,113680,1598736,137.33784545967288,3.0814646817925495,21.853747523272762,0.5019740552735477,0.49802594472645234,2025 high schools only for school-level metrics
서울특별시 양천구,15,12015.0,5825.0,6190.0,464.0,925,801.0,25.89439655172414,12.989189189189188,424499,2101,98629,1544422,174.86475239284226,3.533577228686051,28.30395360177527,0.4848106533499792,0.5151893466500208,2025 high schools only for school-level metrics
서울특별시 영등포구,9,5474.0,3082.0,2392.0,231.0,473,608.2222222222222,23.696969696969695,11.572938689217759,371055,863,54674,1576488,157.6543660942638,2.425516432873833,14.7525299483904,0.5630252100840336,0.4369747899159664,2025 high schools only for school-level metrics
서울특별시 용산구,10,4097.0,2710.0,1387.0,212.0,472,409.7,19.32547169811321,8.680084745762711,201494,249,15417,1609028,60.77617769099341,4.9629269357896515,20.3331116559302,0.6614596045887234,0.33854039541127656,2025 high schools only for school-level metrics
서울특별시 은평구,18,11121.0,5785.0,5336.0,496.0,1038,617.8333333333334,22.421370967741936,10.713872832369942,454341,1078,50239,1433566,96.93372898120673,3.9617820095478944,24.477209848990075,0.5201870335401493,0.4798129664598507,2025 high schools only for school-level metrics
서울특별시 종로구,14,7183.0,3952.0,3231.0,325.0,693,513.0714285714286,22.10153846153846,10.365079365079366,136764,294,40152,1555244,40.929973548656555,10.236611973911263,52.52113129186043,0.5501879437560908,0.44981205624390924,2025 high schools only for school-level metrics
서울특별시 중구,11,5193.0,2398.0,2795.0,253.0,556,472.09090909090907,20.525691699604742,9.339928057553957,117625,160,17814,1599973,30.810706720585404,9.351753453772583,44.148777895855474,0.46177546697477373,0.5382245330252262,2025 high schools only for school-level metrics
서울특별시 중랑구,10,5758.0,2665.0,3093.0,246.0,520,575.8,23.40650406504065,11.073076923076924,376884,562,26079,1406067,97.60333449114275,2.653336305069995,15.277910444593031,0.46283431747134424,0.5371656825286558,2025 high schools only for school-level metrics
세종특별자치시,22,14342.0,7040.0,7302.0,600.0,1173,651.9090909090909,23.903333333333332,12.226768968456948,391240,1716,56507,1493570,119.64858457676753,5.623146917493099,36.65780595031183,0.49086598800725145,0.5091340119927485,2025 high schools only for school-level metrics
울산광역시 남구,14,8557.0,4584.0,3973.0,362.0,676,611.2142857142857,23.638121546961326,12.658284023668639,304648,1358,2048170,1448143,158.70047913988546,4.595467555999054,28.088154197631365,0.5357017646371391,0.4642982353628608,2025 high schools only for school-level metrics
울산광역시 동구,9,5144.0,2630.0,2514.0,211.0,420,571.5555555555555,24.379146919431278,12.247619047619047,148469,387,12346,1316558,75.23328149300156,6.061871501794987,34.64696333914824,0.5112752721617418,0.48872472783825816,2025 high schools only for school-level metrics
울산광역시 북구,12,6920.0,3550.0,3370.0,284.0,556,576.6666666666666,24.366197183098592,12.446043165467627,214395,737,23850,1391078,106.5028901734104,5.597145455817533,32.27687212854777,0.5130057803468208,0.4869942196531792,2025 high schools only for school-level metrics
울산광역시 울주군,12,6285.0,3340.0,2945.0,274.0,522,523.75,22.937956204379564,12.040229885057471,218641,594,17525,1443617,94.5107398568019,5.488449101495145,28.74575216908082,0.5314240254574384,0.46857597454256167,2025 high schools only for school-level metrics
울산광역시 중구,9,4498.0,2209.0,2289.0,185.0,353,499.77777777777777,24.313513513513513,12.742209631728045,203682,584,18333,1363760,129.8354824366385,4.418652605532153,22.08344379964847,0.49110715873721655,0.5088928412627834,2025 high schools only for school-level metrics
인천광역시 강화군,8,1650.0,999.0,651.0,83.0,189,206.25,19.879518072289155,8.73015873015873,69677,75,3313,1499363,45.45454545454545,11.481550583406289,23.68069807827547,0.6054545454545455,0.39454545454545453,2025 high schools only for school-level metrics
인천광역시 계양구,11,6060.0,3290.0,2770.0,259.0,488,550.9090909090909,23.397683397683398,12.418032786885245,277372,482,30801,1420067,79.53795379537954,3.9657932307514816,21.847915434867257,0.5429042904290429,0.4570957095709571,2025 high schools only for school-level metrics
인천광역시 남동구,16,11827.0,5250.0,6577.0,465.0,900,739.1875,25.434408602150537,13.141111111111112,479874,1141,68498,1422111,96.4741692736958,3.3342085630811424,24.64605292222542,0.44389955187283336,0.5561004481271666,2025 high schools only for school-level metrics
인천광역시 동구,3,1539.0,1009.0,530.0,79.0,168,513.0,19.481012658227847,9.160714285714286,57033,62,3564,1410785,40.28589993502274,5.260112566408922,26.984377465677763,0.6556205328135153,0.3443794671864847,2025 high schools only for school-level metrics
인천광역시 미추홀구,15,8353.0,5047.0,3306.0,416.0,825,556.8666666666667,20.079326923076923,10.124848484848485,416941,628,34828,1416046,75.18256913683706,3.5976313195392158,20.034009608074044,0.6042140548305998,0.3957859451694002,2025 high schools only for school-level metrics
인천광역시 부평구,19,10474.0,5609.0,4865.0,452.0,888,551.2631578947369,23.172566371681416,11.795045045045045,489901,941,56034,1435878,89.84151231621156,3.8783346022971985,21.37982980234782,0.535516517089937,0.46448348291006303,2025 high schools only for school-level metrics
인천광역시 서구,20,15813.0,7653.0,8160.0,601.0,1140,790.65,26.31114808652246,13.871052631578948,656549,1765,110036,1501120,111.61702396762158,3.0462311266942756,24.085026403208293,0.4839688863593246,0.5160311136406754,2025 high schools only for school-level metrics
인천광역시 연수구,16,12050.0,6260.0,5790.0,478.0,966,753.125,25.209205020920503,12.474120082815736,410040,1424,93030,1580915,118.17427385892117,3.90205833577212,29.38737684128378,0.5195020746887967,0.48049792531120333,2025 high schools only for school-level metrics
인천광역시 옹진군,5,228.0,123.0,105.0,23.0,62,45.6,9.91304347826087,3.6774193548387095,19455,5,366,1674171,21.929824561403507,25.70033410434336,11.719352351580572,0.5394736842105263,0.4605263157894737,2025 high schools only for school-level metrics
인천광역시 중구,15,7897.0,3732.0,4165.0,360.0,731,526.4666666666667,21.93611111111111,10.803009575923392,177525,340,20681,1481851,43.054324426997596,8.449514152936207,44.48387551049148,0.47258452576927945,0.5274154742307205,2025 high schools only for school-level metrics
전라남도 강진군,4,726.0,411.0,315.0,43.0,99,181.5,16.88372093023256,7.333333333333333,31759,34,771,1335094,46.83195592286501,12.594855001731792,22.859661828143203,0.5661157024793388,0.43388429752066116,2025 high schools only for school-level metrics
전라남도 고흥군,4,800.0,421.0,379.0,49.0,101,200.0,16.3265306122449,7.920792079207921,59317,49,1897,1279197,61.25,6.743429371006625,13.48685874201325,0.52625,0.47375,2025 high schools only for school-level metrics
전라남도 곡성군,4,693.0,376.0,317.0,42.0,95,173.25,16.5,7.294736842105263,27499,24,625,1303830,34.63203463203463,14.545983490308739,25.20091639695989,0.5425685425685426,0.4574314574314574,2025 high schools only for school-level metrics
전라남도 광양시,9,4216.0,2108.0,2108.0,187.0,388,468.44444444444446,22.545454545454547,10.8659793814433,155672,318,9643,1495484,75.426944971537,5.781386504959145,27.082583894341948,0.5,0.5,2025 high schools only for school-level metrics
전라남도 구례군,2,384.0,192.0,192.0,25.0,50,192.0,15.36,7.68,23904,26,666,1299583,67.70833333333333,8.366800535475234,16.064257028112447,0.5,0.5,2025 high schools only for school-level metrics
전라남도 나주시,12,3595.0,1863.0,1732.0,185.0,381,299.5833333333333,19.43243243243243,9.435695538057743,116940,286,11607,1363841,79.55493741307372,10.26167265264238,30.74226098854113,0.5182197496522949,0.48178025034770516,2025 high schools only for school-level metrics
전라남도 담양군,4,1199.0,621.0,578.0,61.0,141,299.75,19.65573770491803,8.50354609929078,44108,26,818,1303905,21.68473728106756,9.068649678062936,27.183277409993654,0.517931609674729,0.48206839032527105,2025 high schools only for school-level metrics
전라남도 목포시,15,7201.0,3699.0,3502.0,326.0,653,480.06666666666666,22.088957055214724,11.027565084226646,201025,513,18313,1326528,71.2401055408971,7.46175848775028,35.82141524685984,0.513678655742258,0.486321344257742,2025 high schools only for school-level metrics
전라남도 무안군,5,2208.0,1039.0,1169.0,88.0,180,441.6,25.09090909090909,12.266666666666667,95696,323,11404,1353457,146.28623188405797,5.2248787828122385,23.073064704898844,0.47056159420289856,0.5294384057971014,2025 high schools only for school-level metrics
전라남도 보성군,6,856.0,384.0,472.0,54.0,115,142.66666666666666,15.851851851851851,7.443478260869565,36819,35,846,1342057,40.88785046728972,16.295934164425976,23.24886607458106,0.4485981308411215,0.5514018691588785,2025 high schools only for school-level metrics
전라남도 순천시,15,8275.0,4381.0,3894.0,393.0,783,551.6666666666666,21.0559796437659,10.568326947637292,274763,721,42521,1425819,87.1299093655589,5.459250335743896,30.116864352187157,0.5294259818731117,0.4705740181268882,2025 high schools only for school-level metrics
전라남도 신안군,6,458.0,250.0,208.0,34.0,82,76.33333333333333,13.470588235294118,5.585365853658536,41889,4,110,1389731,8.73362445414847,14.32356943350283,10.933658000907158,0.5458515283842795,0.45414847161572053,2025 high schools only for school-level metrics
전라남도 여수시,15,6681.0,3446.0,3235.0,331.0,666,445.4,20.184290030211482,10.031531531531531,262218,645,19838,1448007,96.54243376740008,5.72043109168707,25.478800082374207,0.5157910492441251,0.4842089507558749,2025 high schools only for school-level metrics
전라남도 영광군,6,1216.0,650.0,566.0,74.0,151,202.66666666666666,16.43243243243243,8.052980132450331,53807,85,4065,1412325,69.90131578947368,11.150965487761814,22.59929005519728,0.5345394736842105,0.4654605263157895,2025 high schools only for school-level metrics
전라남도 영암군,6,1041.0,532.0,509.0,59.0,132,173.5,17.64406779661017,7.886363636363637,50058,56,1721,1326199,53.79442843419788,11.986096128490951,20.7958767829318,0.5110470701248799,0.48895292987512007,2025 high schools only for school-level metrics
전라남도 완도군,6,785.0,446.0,339.0,47.0,110,130.83333333333334,16.70212765957447,7.136363636363637,44416,44,1347,1394656,56.05095541401274,13.50864553314121,17.673811239193082,0.5681528662420382,0.4318471337579618,2025 high schools only for school-level metrics
전라남도 장성군,4,925.0,490.0,435.0,49.0,98,231.25,18.877551020408163,9.438775510204081,43001,47,1263,1317263,50.810810810810814,9.30210925327318,21.51112764819423,0.5297297297297298,0.4702702702702703,2025 high schools only for school-level metrics
전라남도 장흥군,4,539.0,302.0,237.0,34.0,73,134.75,15.852941176470589,7.383561643835616,34102,28,1039,1355126,51.948051948051955,11.729517330361857,15.8055246026626,0.5602968460111317,0.4397031539888683,2025 high schools only for school-level metrics
전라남도 진도군,4,497.0,236.0,261.0,32.0,72,124.25,15.53125,6.902777777777778,27922,32,1051,1344655,64.38631790744468,14.32562137382709,17.79958455698016,0.47484909456740443,0.5251509054325956,2025 high schools only for school-level metrics
전라남도 함평군,4,793.0,394.0,399.0,45.0,104,198.25,17.622222222222224,7.625,29325,14,304,1311274,17.654476670870114,13.640238704177325,27.04177323103154,0.4968474148802018,0.5031525851197982,2025 high schools only for school-level metrics
전라남도 해남군,4,1108.0,575.0,533.0,67.0,134,277.0,16.53731343283582,8.26865671641791,62147,73,2009,1389775,65.88447653429604,6.4363525190274675,17.828696477706085,0.5189530685920578,0.48104693140794225,2025 high schools only for school-level metrics
전라남도 화순군,4,1525.0,779.0,746.0,74.0,152,381.25,20.60810810810811,10.032894736842104,60160,74,2990,1349331,48.52459016393443,6.6489361702127665,25.34906914893617,0.5108196721311475,0.48918032786885246,2025 high schools only for school-level metrics
전북특별자치도 고창군,6,1530.0,981.0,549.0,87.0,171,255.0,17.586206896551722,8.947368421052632,50196,72,1584,1341623,47.05882352941176,11.953143676786995,30.480516375806836,0.6411764705882353,0.3588235294117647,2025 high schools only for school-level metrics
전북특별자치도 군산시,12,6847.0,3432.0,3415.0,292.0,595,570.5833333333334,23.448630136986303,11.507563025210084,255886,665,19432,1413287,97.12282751570031,4.689588332304229,26.758009426072547,0.5012414195998247,0.49875858040017523,2025 high schools only for school-level metrics
전북특별자치도 김제시,10,1910.0,1014.0,896.0,108.0,239,191.0,17.685185185185187,7.99163179916318,81743,107,3416,1350970,56.02094240837696,12.233463415827655,23.36591512423082,0.5308900523560209,0.46910994764397906,2025 high schools only for school-level metrics
전북특별자치도 남원시,9,1968.0,1029.0,939.0,117.0,299,218.66666666666666,16.82051282051282,6.581939799331104,74243,135,4080,1322198,68.59756097560977,12.122354969492072,26.507549533289335,0.5228658536585366,0.4771341463414634,2025 high schools only for school-level metrics
전북특별자치도 무주군,5,540.0,259.0,281.0,32.0,76,108.0,16.875,7.105263157894737,22871,27,679,1364200,50.0,21.861746316295743,23.610686021599406,0.47962962962962963,0.5203703703703704,2025 high schools only for school-level metrics
전북특별자치도 부안군,7,1028.0,526.0,502.0,60.0,131,146.85714285714286,17.133333333333333,7.847328244274809,47100,57,1803,1330309,55.44747081712062,14.8619957537155,21.825902335456476,0.5116731517509727,0.4883268482490272,2025 high schools only for school-level metrics
전북특별자치도 순창군,3,601.0,320.0,281.0,32.0,72,200.33333333333334,18.78125,8.347222222222221,27687,24,1107,1282521,39.93344425956739,10.835410120273052,21.706938274280347,0.5324459234608985,0.46755407653910147,2025 high schools only for school-level metrics
전북특별자치도 완주군,8,1780.0,932.0,848.0,99.0,247,222.5,17.97979797979798,7.206477732793522,100355,208,6008,1332929,116.85393258426967,7.971700463355089,17.737033530965075,0.5235955056179775,0.4764044943820225,2025 high schools only for school-level metrics
전북특별자치도 익산시,18,7844.0,4090.0,3754.0,369.0,768,435.77777777777777,21.257452574525747,10.213541666666666,266797,636,20877,1389437,81.08108108108108,6.746702549129114,29.400630441871538,0.5214176440591535,0.4785823559408465,2025 high schools only for school-level metrics
전북특별자치도 임실군,3,381.0,222.0,159.0,20.0,50,127.0,19.05,7.62,25309,20,312,1333054,52.493438320209975,11.853490853056226,15.053933383381406,0.5826771653543307,0.41732283464566927,2025 high schools only for school-level metrics
전북특별자치도 장수군,5,452.0,235.0,217.0,27.0,69,90.4,16.74074074074074,6.550724637681159,21052,23,462,1263567,50.88495575221239,23.75071252137564,21.47064411932358,0.5199115044247787,0.48008849557522126,2025 high schools only for school-level metrics
전북특별자치도 전주시,29,20083.0,10389.0,9694.0,821.0,1651,692.5172413793103,24.46163215590743,12.164142943670504,308216,2546,86371,1400684,126.77388836329234,9.40898590598801,65.15884963791626,0.51730319175422,0.48269680824578004,2025 high schools only for school-level metrics
전북특별자치도 정읍시,13,2698.0,1422.0,1276.0,151.0,314,207.53846153846155,17.867549668874172,8.59235668789809,100980,228,6997,1354607,84.50704225352112,12.87383640324817,26.71816201227966,0.5270570793180134,0.4729429206819867,2025 high schools only for school-level metrics
전북특별자치도 진안군,5,529.0,353.0,176.0,32.0,74,105.8,16.53125,7.148648648648648,24289,15,449,1285043,28.35538752362949,20.585450203795958,21.77940631561612,0.667296786389414,0.332703213610586,2025 high schools only for school-level metrics
제주특별자치도 서귀포시,10,4247.0,2216.0,2031.0,183.0,413,424.7,23.207650273224044,10.283292978208232,179000,452,10572,1376820,106.42806687073228,5.58659217877095,23.726256983240223,0.5217800800565104,0.4782199199434895,2025 high schools only for school-level metrics
제주특별자치도 제주시,20,14464.0,7424.0,7040.0,548.0,1154,723.2,26.394160583941606,12.533795493934143,484514,1315,46882,1407793,90.91537610619469,4.1278476989313,29.852594558671164,0.5132743362831859,0.48672566371681414,2025 high schools only for school-level metrics
충청남도 계룡시,2,1395.0,691.0,704.0,53.0,109,697.5,26.32075471698113,12.79816513761468,45990,115,3877,1393194,82.43727598566308,4.348771472059143,30.332681017612522,0.4953405017921147,0.5046594982078854,2025 high schools only for school-level metrics
충청남도 공주시,10,3292.0,1968.0,1324.0,175.0,365,329.2,18.81142857142857,9.01917808219178,99551,133,4721,1422527,40.400972053462944,10.045102510271118,33.06847746381251,0.5978128797083839,0.402187120291616,2025 high schools only for school-level metrics
충청남도 금산군,4,1011.0,541.0,470.0,54.0,114,252.75,18.72222222222222,8.868421052631579,48741,42,1890,1377105,41.54302670623145,8.206643277733326,20.74229088447098,0.5351137487636004,0.4648862512363996,2025 high schools only for school-level metrics
충청남도 논산시,13,3557.0,1959.0,1598.0,201.0,418,273.61538461538464,17.696517412935325,8.509569377990431,106522,165,5359,1404101,46.38740511667135,12.204051745179399,33.392163121233175,0.5507450098397526,0.4492549901602474,2025 high schools only for school-level metrics
충청남도 당진시,8,4386.0,2303.0,2083.0,171.0,319,548.25,25.649122807017545,13.74921630094044,172251,326,10766,1517496,74.32740538075696,4.644385228532781,25.46284201543097,0.5250797993616051,0.4749202006383949,2025 high schools only for school-level metrics
충청남도 보령시,6,1745.0,913.0,832.0,95.0,192,290.8333333333333,18.36842105263158,9.088541666666666,91621,172,4541,1471945,98.567335243553,6.548716997194966,19.045851933508693,0.5232091690544413,0.47679083094555874,2025 high schools only for school-level metrics
충청남도 부여군,5,1030.0,624.0,406.0,63.0,132,206.0,16.349206349206348,7.803030303030303,58036,51,2031,1352230,49.51456310679612,8.61534220139224,17.74760493486801,0.6058252427184466,0.3941747572815534,2025 high schools only for school-level metrics
충청남도 서산시,8,4599.0,2540.0,2059.0,182.0,354,574.875,25.26923076923077,12.991525423728813,171893,350,11989,1485392,76.10350076103501,4.654058047739,26.75501620193958,0.5522939769515112,0.4477060230484888,2025 high schools only for school-level metrics
충청남도 서천군,7,1159.0,515.0,644.0,67.0,159,165.57142857142858,17.29850746268657,7.289308176100629,47074,57,1649,1471282,49.18032786885246,14.870204359094194,24.6208097888431,0.4443485763589301,0.5556514236410699,2025 high schools only for school-level metrics
충청남도 아산시,12,11179.0,5576.0,5603.0,384.0,770,931.5833333333334,29.111979166666668,14.518181818181818,360864,730,25215,1483708,65.30101082386618,3.3253524873636606,30.9784295468653,0.4987923785669559,0.5012076214330441,2025 high schools only for school-level metrics
충청남도 예산군,7,2293.0,1191.0,1102.0,113.0,227,327.57142857142856,20.292035398230087,10.101321585903083,78647,106,4609,1416891,46.227649367640645,8.900530217300087,29.155593983241573,0.5194068905364152,0.4805931094635848,2025 high schools only for school-level metrics
충청남도 천안시,22,19884.0,10394.0,9490.0,706.0,1375,903.8181818181819,28.164305949008497,14.46109090909091,402028,1822,76334,1448934,91.63146248239791,5.472255663784613,49.459241644860555,0.5227318446992557,0.4772681553007443,2025 high schools only for school-level metrics
충청남도 청양군,2,568.0,310.0,258.0,33.0,71,284.0,17.21212121212121,8.0,29919,15,449,1375707,26.408450704225352,6.68471539824192,18.98459173100705,0.545774647887324,0.45422535211267606,2025 high schools only for school-level metrics
충청남도 태안군,4,1029.0,425.0,604.0,58.0,118,257.25,17.74137931034483,8.720338983050848,59169,53,1870,1497282,51.50631681243926,6.760296777028511,17.390863458905848,0.413022351797862,0.586977648202138,2025 high schools only for school-level metrics
충청남도 홍성군,8,2521.0,1238.0,1283.0,121.0,252,315.125,20.834710743801654,10.003968253968255,101040,200,6852,1429357,79.33359777865927,7.917656373713381,24.950514647664292,0.4910749702499008,0.5089250297500991,2025 high schools only for school-level metrics
충청북도 괴산군,1,402.0,189.0,213.0,20.0,41,402.0,20.1,9.804878048780488,37774,19,619,1367649,47.2636815920398,2.6473235558850003,10.642240694657701,0.4701492537313433,0.5298507462686567,2025 high schools only for school-level metrics
충청북도 단양군,2,509.0,256.0,253.0,26.0,50,254.5,19.576923076923077,10.18,26711,21,663,1377668,41.257367387033405,7.487551944891617,19.055819699749165,0.5029469548133595,0.49705304518664045,2025 high schools only for school-level metrics
충청북도 보은군,3,575.0,318.0,257.0,34.0,77,191.66666666666666,16.91176470588235,7.467532467532467,30601,26,862,1368825,45.21739130434783,9.803601189503611,18.790235613215255,0.5530434782608695,0.4469565217391304,2025 high schools only for school-level metrics
